,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
8058,F,A321,CEZ UA /OV DVC209073/TM 1856/FL260/TP A321/TB OCNL MOD CHOP/IC NEG/RM ZDV,OCNL MOD CHOP,,26000.0,36.745793162455406,-109.67666281270448,2024-02-06 18:56:00,3.0,M,"('KFSX', 'KFSX', 'KGJX', 'KABX', 'KICX')","['s3://noaa-nexrad-level2/2024/02/06/KFSX/KFSX20240206_185541_V06', 's3://noaa-nexrad-level2/2024/02/06/KFSX/KFSX20240206_185541_V06', 's3://noaa-nexrad-level2/2024/02/06/KGJX/KGJX20240206_185030_V06', 's3://noaa-nexrad-level2/2024/02/06/KABX/KABX20240206_185542_V06', 's3://noaa-nexrad-level2/2024/02/06/KICX/KICX20240206_185323_V06']"
8059,F,B737,DBQ UA /OV DBQ310020/TM 1856/FL210/TP B737/TB OCNL LGT CHOP,OCNL LGT CHOP,,21000.0,42.612629891845,-91.05494876772866,2024-02-06 18:56:00,1.0,M,"('KDVN', 'KARX', 'KMKX', 'KDMX', 'KILX')","['s3://noaa-nexrad-level2/2024/02/06/KDVN/KDVN20240206_185404_V06', 's3://noaa-nexrad-level2/2024/02/06/KARX/KARX20240206_185008_V06', 's3://noaa-nexrad-level2/2024/02/06/KMKX/KMKX20240206_185500_V06', 's3://noaa-nexrad-level2/2024/02/06/KDMX/KDMX20240206_185316_V06', 's3://noaa-nexrad-level2/2024/02/06/KILX/KILX20240206_185341_V06']"
8060,F,CRJ7,MBL UA /OV MBL/TM 1856/FL250/TP CRJ7/TB OCNL LGT,OCNL LGT,,25000.0,44.27247,-86.24689,2024-02-06 18:56:00,1.0,M,"('KGRR', 'KAPX', 'KGRB', 'KMQT', 'KMKX')","['s3://noaa-nexrad-level2/2024/02/06/KGRR/KGRR20240206_185309_V06', 's3://noaa-nexrad-level2/2024/02/06/KAPX/KAPX20240206_184922_V06', 's3://noaa-nexrad-level2/2024/02/06/KGRB/KGRB20240206_185444_V06', 's3://noaa-nexrad-level2/2024/02/06/KMQT/KMQT20240206_185446_V06', 's3://noaa-nexrad-level2/2024/02/06/KMKX/KMKX20240206_185500_V06']"
8061,F,A320,OTM UA /OV OTM/TM 1857/FL340/TP A320/TB CONS MOD CHOP,CONS MOD CHOP,,34000.0,41.100793,-92.444592,2024-02-06 18:57:00,3.0,M,"('KDMX', 'KDVN', 'KEAX', 'KLSX', 'KARX')","['s3://noaa-nexrad-level2/2024/02/06/KDMX/KDMX20240206_185316_V06', 's3://noaa-nexrad-level2/2024/02/06/KDVN/KDVN20240206_185404_V06', 's3://noaa-nexrad-level2/2024/02/06/KEAX/KEAX20240206_185034_V06', 's3://noaa-nexrad-level2/2024/02/06/KLSX/KLSX20240206_185339_V06', 's3://noaa-nexrad-level2/2024/02/06/KARX/KARX20240206_185654_V06']"
8062,F,C172,CFO UA /OV CFO08005/TM 1858/FL067/TP C172/TB MOD 067,MOD 067,,6700.0,39.7841,-104.5376,2024-02-06 18:58:00,3.0,L,"('KFTG', 'KPUX', 'KCYS', 'KGLD', 'KGJX')","['s3://noaa-nexrad-level2/2024/02/06/KFTG/KFTG20240206_185648_V06', 's3://noaa-nexrad-level2/2024/02/06/KPUX/KPUX20240206_185240_V06', 's3://noaa-nexrad-level2/2024/02/06/KCYS/KCYS20240206_185608_V06', 's3://noaa-nexrad-level2/2024/02/06/KGLD/KGLD20240206_185505_V06', 's3://noaa-nexrad-level2/2024/02/06/KGJX/KGJX20240206_185030_V06']"
8063,F,GLEX,DLL UA /OV DLL/TM 1858/FL130/TP GLEX/TB NEG,NEG,,13000.0,43.522,-89.771,2024-02-06 18:58:00,0.0,M,"('KMKX', 'KARX', 'KGRB', 'KDVN', 'KLOT')","['s3://noaa-nexrad-level2/2024/02/06/KMKX/KMKX20240206_185500_V06', 's3://noaa-nexrad-level2/2024/02/06/KARX/KARX20240206_185654_V06', 's3://noaa-nexrad-level2/2024/02/06/KGRB/KGRB20240206_185444_V06', 's3://noaa-nexrad-level2/2024/02/06/KDVN/KDVN20240206_185404_V06', 's3://noaa-nexrad-level2/2024/02/06/KLOT/KLOT20240206_185748_V06']"
8064,F,C172,CTY UA /OV CTY/TM 1859/FL040/TP C172/TB CONS LGT OCNL MOD,CONS LGT OCNL MOD,,4000.0,29.63553,-83.10475,2024-02-06 18:59:00,2.0,L,"('KVAX', 'KTLH', 'KJAX', 'KTBW', 'KMLB')","['s3://noaa-nexrad-level2/2024/02/06/KVAX/KVAX20240206_185819_V06', 's3://noaa-nexrad-level2/2024/02/06/KTLH/KTLH20240206_185035_V06', 's3://noaa-nexrad-level2/2024/02/06/KJAX/KJAX20240206_185606_V06', 's3://noaa-nexrad-level2/2024/02/06/KTBW/KTBW20240206_185409_V06', 's3://noaa-nexrad-level2/2024/02/06/KMLB/KMLB20240206_185607_V06']"
8065,F,A321,GDP UA /OV SFL100020/TM 1859/FL350/TP A321/TB CONS MOD CHOP/RM ZAB/FDCS,CONS MOD CHOP,,35000.0,31.69211258560554,-104.7039295797789,2024-02-06 18:59:00,3.0,M,"('KHDX', 'KEPZ', 'KMAF', 'KFDX', 'KLBB')","['s3://noaa-nexrad-level2/2024/02/06/KHDX/KHDX20240206_185430_V06', 's3://noaa-nexrad-level2/2024/02/06/KEPZ/KEPZ20240206_185538_V06', 's3://noaa-nexrad-level2/2024/02/06/KMAF/KMAF20240206_185753_V06', 's3://noaa-nexrad-level2/2024/02/06/KFDX/KFDX20240206_185324_V06', 's3://noaa-nexrad-level2/2024/02/06/KLBB/KLBB20240206_185610_V06']"
8066,F,E170,CHS UA /OV CHS335020/TM 1900/FL330/TP E170/TB CONS LGT-MOD,CONS LGT-MOD,,33000.0,33.200727066013606,-80.20829252567223,2024-02-06 19:00:00,2.0,U,"('KCLX', 'KCAE', 'KLTX', 'KGSP', 'KRAX')","['s3://noaa-nexrad-level2/2024/02/06/KCLX/KCLX20240206_185538_V06', 's3://noaa-nexrad-level2/2024/02/06/KCAE/KCAE20240206_185955_V06', 's3://noaa-nexrad-level2/2024/02/06/KLTX/KLTX20240206_185500_V06', 's3://noaa-nexrad-level2/2024/02/06/KGSP/KGSP20240206_185958_V06', 's3://noaa-nexrad-level2/2024/02/06/KRAX/KRAX20240206_185239_V06']"
8067,F,B38M,MCW UA /OV MCW/TM 1900/FL380/TP B38M/TB OCNL LGT CHOP,OCNL LGT CHOP,,38000.0,43.154383,-93.326097,2024-02-06 19:00:00,1.0,U,"('KDMX', 'KMPX', 'KARX', 'KDVN', 'KFSD')","['s3://noaa-nexrad-level2/2024/02/06/KDMX/KDMX20240206_185316_V06', 's3://noaa-nexrad-level2/2024/02/06/KMPX/KMPX20240206_185929_V06', 's3://noaa-nexrad-level2/2024/02/06/KARX/KARX20240206_185654_V06', 's3://noaa-nexrad-level2/2024/02/06/KDVN/KDVN20240206_185404_V06', 's3://noaa-nexrad-level2/2024/02/06/KFSD/KFSD20240206_185543_V06']"
