,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
12324,F,C550,LAN UA /OV LAN360020/TM 1828/FL200/TP C550/TA M07/TB NEG/IC TRACE RIME,NEG,,20000.0,43.11336033336033,-84.58,2024-02-08 18:28:00,0.0,L,"('KGRR', 'KDTX', 'KAPX', 'KIWX', 'KCLE')","['s3://noaa-nexrad-level2/2024/02/08/KGRR/KGRR20240208_182525_V06', 's3://noaa-nexrad-level2/2024/02/08/KDTX/KDTX20240208_182736_V06', 's3://noaa-nexrad-level2/2024/02/08/KAPX/KAPX20240208_182225_V06', 's3://noaa-nexrad-level2/2024/02/08/KIWX/KIWX20240208_182517_V06', 's3://noaa-nexrad-level2/2024/02/08/KCLE/KCLE20240208_182455_V06']"
12325,F,B737,RFD UA /OV 10 EAST YEDSU/TM 1831/FL115/TP B737/TB MOD 120-105 CONTS LGHT BELOW 100,MOD 120-105 CONTS LGHT BELOW 100,,11500.0,42.19150564,-89.08759937,2024-02-08 18:31:00,3.0,M,"('KMKX', 'KLOT', 'KDVN', 'KILX', 'KGRB')","['s3://noaa-nexrad-level2/2024/02/08/KMKX/KMKX20240208_182809_V06', 's3://noaa-nexrad-level2/2024/02/08/KLOT/KLOT20240208_182802_V06', 's3://noaa-nexrad-level2/2024/02/08/KDVN/KDVN20240208_182706_V06', 's3://noaa-nexrad-level2/2024/02/08/KILX/KILX20240208_182915_V06', 's3://noaa-nexrad-level2/2024/02/08/KGRB/KGRB20240208_182458_V06']"
12326,F,B738,GCK UA /OV GCK030030/TM 1831/FL330/TP B738/TB MOD CHOP/RM ZKC FDC FX/DL,MOD CHOP,,33000.0,38.36057777595615,-100.40745272246488,2024-02-08 18:31:00,3.0,M,"('KDDC', 'KGLD', 'KUEX', 'KVNX', 'KICT')","['s3://noaa-nexrad-level2/2024/02/08/KDDC/KDDC20240208_182321_V06', 's3://noaa-nexrad-level2/2024/02/08/KGLD/KGLD20240208_182658_V06', 's3://noaa-nexrad-level2/2024/02/08/KUEX/KUEX20240208_182919_V06', 's3://noaa-nexrad-level2/2024/02/08/KVNX/KVNX20240208_182918_V06', 's3://noaa-nexrad-level2/2024/02/08/KICT/KICT20240208_182313_V06']"
12327,F,A319,AFK UA /OV PWE200030/TM 1831/FL186/TP A319/TB MOD 200-280/RM DURD,MOD 200-280,,18600.0,39.73011563201785,-96.4339130829185,2024-02-08 18:31:00,3.0,M,"('KTWX', 'KOAX', 'KUEX', 'KICT', 'KEAX')","['s3://noaa-nexrad-level2/2024/02/08/KTWX/KTWX20240208_183058_V06', 's3://noaa-nexrad-level2/2024/02/08/KOAX/KOAX20240208_182622_V06', 's3://noaa-nexrad-level2/2024/02/08/KUEX/KUEX20240208_182919_V06', 's3://noaa-nexrad-level2/2024/02/08/KICT/KICT20240208_182313_V06', 's3://noaa-nexrad-level2/2024/02/08/KEAX/KEAX20240208_182831_V06']"
12328,F,B738,ALO UA /OV ALO185017/TM 1833/FL330/TP B738/TB CONS LGT CHOP,CONS LGT CHOP,,33000.0,42.272086972849486,-92.4348185516461,2024-02-08 18:33:00,1.0,M,"('KDMX', 'KDVN', 'KARX', 'KMPX', 'KILX')","['s3://noaa-nexrad-level2/2024/02/08/KDMX/KDMX20240208_183213_V06', 's3://noaa-nexrad-level2/2024/02/08/KDVN/KDVN20240208_182706_V06', 's3://noaa-nexrad-level2/2024/02/08/KARX/KARX20240208_183127_V06', 's3://noaa-nexrad-level2/2024/02/08/KMPX/KMPX20240208_182859_V06', 's3://noaa-nexrad-level2/2024/02/08/KILX/KILX20240208_182915_V06']"
12329,F,A320,SJU UA /OV BQN090030/TM 1833/FL100/TP A320/TB MOD TURBULENCE,MOD TURBULENCE,,10000.0,18.49,-66.59274192170474,2024-02-08 18:33:00,3.0,M,"('KAMX', 'KAMX', 'KBYX', 'KMLB', 'KTBW')","['s3://noaa-nexrad-level2/2024/02/08/KAMX/KAMX20240208_182718_V06', 's3://noaa-nexrad-level2/2024/02/08/KAMX/KAMX20240208_182718_V06', 's3://noaa-nexrad-level2/2024/02/08/KBYX/KBYX20240208_183254_V06', 's3://noaa-nexrad-level2/2024/02/08/KMLB/KMLB20240208_182740_V06', 's3://noaa-nexrad-level2/2024/02/08/KTBW/KTBW20240208_182530_V06']"
12330,F,A20N,ISO UA /OV ISO/TM 1834/FL320/TP A20N/TB CONS LGT CHOP 320,CONS LGT CHOP 320,,32000.0,35.33,-77.61,2024-02-08 18:34:00,1.0,U,"('KMHX', 'KRAX', 'KLTX', 'KAKQ', 'KFCX')","['s3://noaa-nexrad-level2/2024/02/08/KMHX/KMHX20240208_182747_V06', 's3://noaa-nexrad-level2/2024/02/08/KRAX/KRAX20240208_183005_V06', 's3://noaa-nexrad-level2/2024/02/08/KLTX/KLTX20240208_182703_V06', 's3://noaa-nexrad-level2/2024/02/08/KAKQ/KAKQ20240208_182751_V06', 's3://noaa-nexrad-level2/2024/02/08/KFCX/KFCX20240208_183140_V06']"
12331,F,E170,PHX UA /OV PXR321039/TM 1834/FL200/TP E170/TB CONS MOD DURC/RM ZAB/FDCS DURC,CONS MOD DURC,,20000.0,33.935185791722816,-112.46018839185314,2024-02-08 18:34:00,3.0,U,"('KIWA', 'KFSX', 'KFSX', 'KYUX', 'KEMX')","['s3://noaa-nexrad-level2/2024/02/08/KIWA/KIWA20240208_182946_V06', 's3://noaa-nexrad-level2/2024/02/08/KFSX/KFSX20240208_182911_V06', 's3://noaa-nexrad-level2/2024/02/08/KFSX/KFSX20240208_182911_V06', 's3://noaa-nexrad-level2/2024/02/08/KYUX/KYUX20240208_183243_V06', 's3://noaa-nexrad-level2/2024/02/08/KEMX/KEMX20240208_182721_V06']"
12332,F,A20N,ISO UA /OV ISO/TM 1834/FL320/TP A20N/TB LGT CONST,LGT CONST,,32000.0,35.33,-77.61,2024-02-08 18:34:00,1.0,U,"('KMHX', 'KRAX', 'KLTX', 'KAKQ', 'KFCX')","['s3://noaa-nexrad-level2/2024/02/08/KMHX/KMHX20240208_182747_V06', 's3://noaa-nexrad-level2/2024/02/08/KRAX/KRAX20240208_183005_V06', 's3://noaa-nexrad-level2/2024/02/08/KLTX/KLTX20240208_182703_V06', 's3://noaa-nexrad-level2/2024/02/08/KAKQ/KAKQ20240208_182751_V06', 's3://noaa-nexrad-level2/2024/02/08/KFCX/KFCX20240208_183140_V06']"
12333,F,A321,CNM UA /OV CNM/TM 1837/FL240/TP A321/TB MOD/RM ZAB/FDCS,MOD,,24000.0,32.33747,-104.26328,2024-02-08 18:37:00,3.0,M,"('KHDX', 'KMAF', 'KFDX', 'KEPZ', 'KLBB')","['s3://noaa-nexrad-level2/2024/02/08/KHDX/KHDX20240208_183053_V06', 's3://noaa-nexrad-level2/2024/02/08/KMAF/KMAF20240208_183603_V06', 's3://noaa-nexrad-level2/2024/02/08/KFDX/KFDX20240208_183229_V06', 's3://noaa-nexrad-level2/2024/02/08/KEPZ/KEPZ20240208_183653_V06', 's3://noaa-nexrad-level2/2024/02/08/KLBB/KLBB20240208_183404_V06']"
