,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
10428,F,LJ35,MIA UA /OV ZBV105030/TM 1905/FL390/TP LJ35/TB NEG,NEG,,39000.0,25.54057999526693,-78.76410749980714,2024-02-07 19:05:00,0.0,M,"('KAMX', 'KAMX', 'KBYX', 'KMLB', 'KTBW')","['s3://noaa-nexrad-level2/2024/02/07/KAMX/KAMX20240207_190254_V06', 's3://noaa-nexrad-level2/2024/02/07/KAMX/KAMX20240207_190254_V06', 's3://noaa-nexrad-level2/2024/02/07/KBYX/KBYX20240207_190341_V06', 's3://noaa-nexrad-level2/2024/02/07/KMLB/KMLB20240207_190219_V06', 's3://noaa-nexrad-level2/2024/02/07/KTBW/KTBW20240207_190303_V06']"
10429,F,B752,VAD UA /OV VLD015050/TM 1905/FL250/TP B752/TB CONS LGT-MOD,CONS LGT-MOD,,25000.0,31.587503388632697,-83.0255980321226,2024-02-07 19:05:00,2.0,M,"('KVAX', 'KJGX', 'KJAX', 'KTLH', 'KCLX')","['s3://noaa-nexrad-level2/2024/02/07/KVAX/KVAX20240207_190426_V06', 's3://noaa-nexrad-level2/2024/02/07/KJGX/KJGX20240207_185933_V06', 's3://noaa-nexrad-level2/2024/02/07/KJAX/KJAX20240207_185824_V06', 's3://noaa-nexrad-level2/2024/02/07/KTLH/KTLH20240207_190100_V06', 's3://noaa-nexrad-level2/2024/02/07/KCLX/KCLX20240207_185742_V06']"
10430,F,A320,MKC UA /OV BQS/TM 1906/FL320/TP A320/TB LGT CHOP/RM ZKC FDC FX/DL,LGT CHOP,,32000.0,39.63,-93.88,2024-02-07 19:06:00,1.0,M,"('KEAX', 'KDMX', 'KTWX', 'KSGF', 'KOAX')","['s3://noaa-nexrad-level2/2024/02/07/KEAX/KEAX20240207_190112_V06', 's3://noaa-nexrad-level2/2024/02/07/KDMX/KDMX20240207_190403_V06', 's3://noaa-nexrad-level2/2024/02/07/KTWX/KTWX20240207_185954_V06', 's3://noaa-nexrad-level2/2024/02/07/KSGF/KSGF20240207_190341_V06', 's3://noaa-nexrad-level2/2024/02/07/KOAX/KOAX20240207_190138_V06']"
10431,F,E145,IND UA /OV VHP135020/TM 1906/FL240/TP E145/TB NEG,NEG,,24000.0,39.5742786477023,-86.06313979652396,2024-02-07 19:06:00,0.0,M,"('KIND', 'KLVX', 'KIWX', 'KVWX', 'KILN')","['s3://noaa-nexrad-level2/2024/02/07/KIND/KIND20240207_190232_V06', 's3://noaa-nexrad-level2/2024/02/07/KLVX/KLVX20240207_190421_V06', 's3://noaa-nexrad-level2/2024/02/07/KIWX/KIWX20240207_190541_V06', 's3://noaa-nexrad-level2/2024/02/07/KVWX/KVWX20240207_190300_V06', 's3://noaa-nexrad-level2/2024/02/07/KILN/KILN20240207_190231_V06']"
10432,F,A320,TYS UA /OV VXV090030/TM 1907/FL360/TP A320/TB MOD CHOP/RM ZTLFD-40,MOD CHOP,,36000.0,35.9,-83.27269778357899,2024-02-07 19:07:00,3.0,M,"('KMRX', 'KGSP', 'KJKL', 'KFFC', 'KRLX')","['s3://noaa-nexrad-level2/2024/02/07/KMRX/KMRX20240207_190430_V06', 's3://noaa-nexrad-level2/2024/02/07/KGSP/KGSP20240207_190552_V06', 's3://noaa-nexrad-level2/2024/02/07/KJKL/KJKL20240207_190352_V06', 's3://noaa-nexrad-level2/2024/02/07/KFFC/KFFC20240207_190446_V06', 's3://noaa-nexrad-level2/2024/02/07/KRLX/KRLX20240207_190121_V06']"
10433,F,GLEX,MIA UA /OV ZBV170012/TM 1908/FL240/TP GLEX/TB MOD/RM DURD,MOD,,24000.0,25.473022495496007,-79.26146422280006,2024-02-07 19:08:00,3.0,M,"('KAMX', 'KAMX', 'KBYX', 'KMLB', 'KTBW')","['s3://noaa-nexrad-level2/2024/02/07/KAMX/KAMX20240207_190707_V06', 's3://noaa-nexrad-level2/2024/02/07/KAMX/KAMX20240207_190707_V06', 's3://noaa-nexrad-level2/2024/02/07/KBYX/KBYX20240207_190341_V06', 's3://noaa-nexrad-level2/2024/02/07/KMLB/KMLB20240207_190638_V06', 's3://noaa-nexrad-level2/2024/02/07/KTBW/KTBW20240207_190303_V06']"
10434,F,B752,ATL UA /OV ATL133055/TM 1909/FL220/TP B752/TB NEG/RM ZTLFD-19,NEG,,22000.0,33.004884198180505,-83.63656653864575,2024-02-07 19:09:00,0.0,M,"('KJGX', 'KFFC', 'KMXX', 'KVAX', 'KGSP')","['s3://noaa-nexrad-level2/2024/02/07/KJGX/KJGX20240207_190624_V06', 's3://noaa-nexrad-level2/2024/02/07/KFFC/KFFC20240207_190446_V06', 's3://noaa-nexrad-level2/2024/02/07/KMXX/KMXX20240207_190315_V06', 's3://noaa-nexrad-level2/2024/02/07/KVAX/KVAX20240207_190426_V06', 's3://noaa-nexrad-level2/2024/02/07/KGSP/KGSP20240207_190552_V06']"
10435,F,A321,FAM UA /OV FAM210020/TM 1909/FL250/TP A321/TB LGT OCNL CHOP/RM ZKC FDC FX/DL,LGT OCNL CHOP,,25000.0,37.4723314826959,-90.63944497728946,2024-02-07 19:09:00,1.0,M,"('KLSX', 'KPAH', 'KNQA', 'KSGF', 'KILX')","['s3://noaa-nexrad-level2/2024/02/07/KLSX/KLSX20240207_190646_V06', 's3://noaa-nexrad-level2/2024/02/07/KPAH/KPAH20240207_190450_V06', 's3://noaa-nexrad-level2/2024/02/07/KNQA/KNQA20240207_190524_V06', 's3://noaa-nexrad-level2/2024/02/07/KSGF/KSGF20240207_190341_V06', 's3://noaa-nexrad-level2/2024/02/07/KILX/KILX20240207_190817_V06']"
10436,F,BE99,FSD UA /OV FSD270040/TM 1909/FL130/TP BE99/SK BASE130/TB LGT CHOP/IC NEG,LGT CHOP,,13000.0,43.57694,-97.67392369925818,2024-02-07 19:09:00,1.0,L,"('KFSD', 'KABR', 'KOAX', 'KLNX', 'KUEX')","['s3://noaa-nexrad-level2/2024/02/07/KFSD/KFSD20240207_190609_V06', 's3://noaa-nexrad-level2/2024/02/07/KABR/KABR20240207_190254_V06', 's3://noaa-nexrad-level2/2024/02/07/KOAX/KOAX20240207_190822_V06', 's3://noaa-nexrad-level2/2024/02/07/KLNX/KLNX20240207_190504_V06', 's3://noaa-nexrad-level2/2024/02/07/KUEX/KUEX20240207_190612_V06']"
10437,F,B739,MKC UA /OV BQS340030/TM 1909/FL370/TP B739/TB CONS LGT/RM ZKC FDC FX/DL,CONS LGT,,37000.0,40.09988436798216,-94.10205726006556,2024-02-07 19:09:00,1.0,M,"('KEAX', 'KDMX', 'KTWX', 'KOAX', 'KSGF')","['s3://noaa-nexrad-level2/2024/02/07/KEAX/KEAX20240207_190807_V06', 's3://noaa-nexrad-level2/2024/02/07/KDMX/KDMX20240207_190403_V06', 's3://noaa-nexrad-level2/2024/02/07/KTWX/KTWX20240207_185954_V06', 's3://noaa-nexrad-level2/2024/02/07/KOAX/KOAX20240207_190822_V06', 's3://noaa-nexrad-level2/2024/02/07/KSGF/KSGF20240207_190341_V06']"
